# DTStamp_FHdata_calc_accn_t (tangential acceleration) 2023-10-14 11:43:18 76307464 
# N[1] rtime[2], u[3], u_next[4], curr_alpha[5], curr_beta[6], curr_norm_accn[7], min_tang_accn[8], curr_tang_accn[9], max_tang_accn[10] eps[11] rho[12] check_tang_accn[13] 
   693     0.693000  0.076144908  0.000129914  0.930637742  0.365941789  0.000000000000000000 -32.235958888 -14.316120000  32.235958888  0.000000973484919    51.330246 14.316120000003707 
   694     0.694000  0.076274822  0.000129988  0.930599529  0.366038956  0.000000000000000000 -32.237282602 -14.316120000  32.237282602  0.000000974748235    51.263691 14.316120000003707 
   695     0.695000  0.076404811  0.000130063  0.930561263  0.366136226  0.000000000000000000 -32.238608238 -14.316120000  32.238608238  0.000000976014053    51.197177 14.316120000003707 
   696     0.696000  0.076534873  0.000130137  0.930522945  0.366233599  0.000000000000000000 -32.239935799 -14.292200000  32.239935799  0.000000977282382    51.130704 14.292200000003419 
   697     0.697000  0.076665011  0.000130212  0.930484574  0.366331076 -0.000000000000056843 -32.241265291 -14.316120000  32.241265291  0.000000978553230    51.064272 14.316120000003707 
   698     0.698000  0.076795222  0.000130287  0.930446151  0.366428657 -0.000000000000056843 -32.242596718 -14.292200000  32.242596718  0.000000979826600    50.997881 14.292200000003419 
   699     0.699000  0.076925509  0.000130361  0.930407674  0.366526342  0.000000000000000000 -32.243930084 -14.292200000  32.243930084  0.000000981102501    50.931531 14.292200000003419 
   700     0.700000  0.077055870  0.000130436  0.930369145  0.366624131  0.000000000000000000 -32.245265393 -14.316120000  32.245265393  0.000000982380938    50.865222 14.316120000003707 
   701     0.701000  0.077186306  0.000130511  0.930330563  0.366722025  0.000000000000000000 -32.246602651 -14.292200000  32.246602651  0.000000983661918    50.798954 14.292200000003419 
   702     0.702000  0.077316817  0.000130586  0.930291928  0.366820023  0.000000000000000000 -32.247941860 -14.292200000  32.247941860  0.000000984945447    50.732727 14.292200000003419 
   703     0.703000  0.077447404  0.000130661  0.930253239  0.366918125  0.000000000000056843 -32.249283026 -14.292200000  32.249283026  0.000000986231530    50.666541 14.292200000003419 
   704     0.704000  0.077578065  0.000130737  0.930214497  0.367016333  0.000000000000000000 -32.250626152 -14.292200000  32.250626152  0.000000987520177    50.600396 14.292200000003419 
   705     0.705000  0.077708801  0.000130812  0.930175702  0.367114646  0.000000000000000000 -32.251971245 -14.292200000  32.251971245  0.000000988811391    50.534292 14.292200000003419 
   706     0.706000  0.077839613  0.000130887  0.930136853  0.367213064 -0.000000000000056843 -32.253318307 -14.268300000  32.253318307  0.000000990105181    50.468229 14.268300000004785 
   707     0.707000  0.077970501  0.000130963  0.930097951  0.367311587  0.000000000000000000 -32.254667343 -14.292200000  32.254667343  0.000000991401548    50.402208 14.292200000003419 
   708     0.708000  0.078101463  0.000131038  0.930058994  0.367410216  0.000000000000000000 -32.256018358 -14.292200000  32.256018358  0.000000992700506    50.336227 14.292200000003419 
   709     0.709000  0.078232502  0.000131114  0.930019984  0.367508951  0.000000000000000000 -32.257371356 -14.268300000  32.257371356  0.000000994002055    50.270288 14.268300000004785 
   710     0.710000  0.078363616  0.000131190  0.929980920  0.367607792  0.000000000000000000 -32.258726342 -14.268300000  32.258726342  0.000000995306206    50.204390 14.268300000004785 
   711     0.711000  0.078494806  0.000131266  0.929941802  0.367706739  0.000000000000000000 -32.260083321 -14.292200000  32.260083321  0.000000996612963    50.138534 14.292200000003419 
   712     0.712000  0.078626072  0.000131342  0.929902629  0.367805792  0.000000000000000000 -32.261442295 -14.268300000  32.261442295  0.000000997922335    50.072718 14.268300000004785 
   713     0.713000  0.078757414  0.000131418  0.929863402  0.367904953  0.000000000000000000 -32.262803272 -14.268300000  32.262803272  0.000000999234325    50.006944 14.268300000004785 
   714     0.714000  0.078888832  0.000131458  0.929824120  0.368004219  0.000000000000000000 -32.264166254 -14.268300000  32.264166254  0.000000999996765    49.941212 14.268300000004785 
   715     0.715000  0.079020290  0.000131446  0.929784795  0.368103566  0.000000000000000000 -32.265530869 -14.268300000  32.265530869  0.000000999971988    49.875539 14.268300000004785 
   716     0.716000  0.079151736  0.000131437  0.929745441  0.368202953  0.000000000000000000 -32.266896583 -14.268300000  32.266896583  0.000000999987224    49.809951 14.268300000004785 
   717     0.717000  0.079283173  0.000131423  0.929706058  0.368302382  0.000000000000000000 -32.268263423 -14.244420000  32.268263423  0.000000999938495    49.744447 14.244420000004254 
   718     0.718000  0.079414596  0.000131415  0.929666648  0.368401851  0.000000000000000000 -32.269631347 -14.244420000  32.269631347  0.000000999957765    49.679029 14.244420000004254 
   719     0.719000  0.079546011  0.000131406  0.929627208  0.368501363  0.000000000000000000 -32.271000402 -14.220560000  32.271000402  0.000000999985075    49.613695 14.220560000005378 
   720     0.720000  0.079677417  0.000131389  0.929587739  0.368600917  0.000000000000000000 -32.272370596 -14.220560000  32.272370596  0.000000999884436    49.548444 14.220560000005378 
   721     0.721000  0.079808806  0.000131377  0.929548242  0.368700509  0.000000000000000000 -32.273741842 -14.196720000  32.273741842  0.000000999855761    49.483280 14.196720000004603 
   722     0.722000  0.079940183  0.000131373  0.929508718  0.368800141  0.000000000000000000 -32.275114190 -14.196720000  32.275114190  0.000000999941093    49.418201 14.196720000004603 
   723     0.723000  0.080071556  0.000131363  0.929469162  0.368899819  0.000000000000000000 -32.276487719 -14.172900000  32.276487719  0.000000999954510    49.353204 14.172900000005484 
   724     0.724000  0.080202919  0.000131349  0.929429578  0.368999540  0.000000000000000000 -32.277862382 -14.172900000  32.277862382  0.000000999895964    49.288289 14.172900000005484 
   725     0.725000  0.080334268  0.000131330  0.929389965  0.369099299  0.000000000000000000 -32.279238131 -14.172900000  32.279238131  0.000000999765417    49.223461 14.172900000005484 
   726     0.726000  0.080465599  0.000131324  0.929350326  0.369199094  0.000000000000000000 -32.280614915 -14.149100000  32.280614915  0.000000999820799    49.158720 14.149100000004466 
   727     0.727000  0.080596922  0.000131314  0.929310657  0.369298934  0.000000000000000000 -32.281992866 -14.125320000  32.281992866  0.000000999826250    49.094061 14.125320000005104 
   728     0.728000  0.080728236  0.000131301  0.929270959  0.369398816  0.000000000000056843 -32.283371949 -14.125320000  32.283371949  0.000000999781738    49.029486 14.125320000005104 
   729     0.729000  0.080859537  0.000131303  0.929231232  0.369498738  0.000000000000000000 -32.284752132 -14.101560000  32.284752132  0.000000999973213    48.964995 14.101560000003843 
   730     0.730000  0.080990841  0.000131284  0.929191472  0.369598711  0.000000000000000000 -32.286133578 -14.101560000  32.286133578  0.000000999838845    48.900582 14.101560000003843 
   731     0.731000  0.081122125  0.000131282  0.929151686  0.369698720  0.000000000000056843 -32.287516064 -14.101560000  32.287516064  0.000000999958414    48.836256 14.101560000003843 
   732     0.732000  0.081253407  0.000131257  0.929111869  0.369798777  0.000000000000000000 -32.288899766 -14.077820000  32.288899766  0.000000999734099    48.772010 14.077820000004237 
   733     0.733000  0.081384663  0.000131250  0.929072026  0.369898865 -0.000000000000056843 -32.290284448 -14.054100000  32.290284448  0.000000999781646    48.707854 14.054100000002734 
   734     0.734000  0.081515913  0.000131241  0.929032154  0.369998997  0.000000000000000000 -32.291670298 -14.054100000  32.291670298  0.000000999797253    48.643779 14.054100000002734 
   735     0.735000  0.081647154  0.000131229  0.928992251  0.370099172  0.000000000000000000 -32.293057297 -14.054100000  32.293057297  0.000000999780898    48.579787 14.054100000002734 
   736     0.736000  0.081778383  0.000131216  0.928952320  0.370199388  0.000000000000000000 -32.294445422 -14.030400000  32.294445422  0.000000999732558    48.515878 14.030400000002885 
   737     0.737000  0.081909599  0.000131201  0.928912360  0.370299644  0.000000000000000000 -32.295834654 -14.006720000  32.295834654  0.000000999652219    48.452054 14.006720000001138 
   738     0.738000  0.082040800  0.000131207  0.928872373  0.370399939  0.000000000000000000 -32.297224970 -14.006720000  32.297224970  0.000000999899813    48.388315 14.006720000001138 
   739     0.739000  0.082172006  0.000131187  0.928832351  0.370500288  0.000000000000000000 -32.298616600 -14.006720000  32.298616600  0.000000999763623    48.324650 14.006720000001138 
   740     0.740000  0.082303194  0.000131191  0.928792303  0.370600672  0.000000000000000000 -32.300009279 -13.983060000  32.300009279  0.000000999969358    48.261073 13.983060000001046 
   741     0.741000  0.082434385  0.000131168  0.928752221  0.370701109  0.000000000000056843 -32.301403246 -13.983060000  32.301403246  0.000000999777249    48.197571 13.983060000001046 
   742     0.742000  0.082565552  0.000131168  0.928712113  0.370801579  0.000000000000000000 -32.302798224 -13.959420000  32.302798224  0.000000999941037    48.134158 13.959420000002609 
   743     0.743000  0.082696721  0.000131142  0.928671973  0.370902099  0.000000000000000000 -32.304194463 -13.959420000  32.304194463  0.000000999692963    48.070822 13.959420000002609 
   744     0.744000  0.082827863  0.000131140  0.928631808  0.371002649  0.000000000000000000 -32.305591677 -13.935800000  32.305591677  0.000000999814723    48.007576 13.935800000002274 
   745     0.745000  0.082959003  0.000131136  0.928591611  0.371103248  0.000000000000000000 -32.306990126 -13.935800000  32.306990126  0.000000999918595    47.944408 13.935800000002274 
   746     0.746000  0.083090139  0.000131105  0.928551382  0.371203894 -0.000000000000056843 -32.308389797 -13.912200000  32.308389797  0.000000999590589    47.881319 13.912200000003594 
   747     0.747000  0.083221244  0.000131099  0.928511130  0.371304566  0.000000000000000000 -32.309790390 -13.912200000  32.309790390  0.000000999652337    47.818323 13.912200000003594 
   748     0.748000  0.083352343  0.000131091  0.928470848  0.371405283  0.000000000000000000 -32.311192180 -13.888620000  32.311192180  0.000000999696154    47.755406 13.888620000003016 
   749     0.749000  0.083483434  0.000131083  0.928430535  0.371506046 -0.000000000000056843 -32.312595153 -13.888620000  32.312595153  0.000000999722014    47.692570 13.888620000003016 
   750     0.750000  0.083614517  0.000131073  0.928390192  0.371606852  0.000000000000000000 -32.313999301 -13.865060000  32.313999301  0.000000999729914    47.629815 13.865060000004092 
   751     0.751000  0.083745590  0.000131062  0.928349818  0.371707701  0.000000000000000000 -32.315404610 -13.865060000  32.315404610  0.000000999719842    47.567141 13.865060000004092 
   752     0.752000  0.083876652  0.000131050  0.928309416  0.371808592  0.000000000000000000 -32.316811069 -13.841520000  32.316811069  0.000000999691780    47.504549 13.841520000003271 
   753     0.753000  0.084007702  0.000131037  0.928268984  0.371909524  0.000000000000000000 -32.318218668 -13.841520000  32.318218668  0.000000999645718    47.442039 13.841520000003271 
   754     0.754000  0.084138739  0.000131023  0.928228523  0.372010496  0.000000000000000000 -32.319627394 -13.818000000  32.319627394  0.000000999581646    47.379613 13.818000000004105 
   755     0.755000  0.084269762  0.000131038  0.928188034  0.372111508  0.000000000000000000 -32.321037237 -13.818000000  32.321037237  0.000000999967509    47.317269 13.818000000004105 
   756     0.756000  0.084400800  0.000131021  0.928147507  0.372212581  0.000000000000000000 -32.322448514 -13.794500000  32.322448514  0.000000999873657    47.254995 13.794500000003040 
   757     0.757000  0.084531821  0.000131004  0.928106952  0.372313693  0.000000000000000000 -32.323860889 -13.794500000  32.323860889  0.000000999761768    47.192805 13.794500000003040 
   758     0.758000  0.084662825  0.000130985  0.928066369  0.372414842  0.000000000000000000 -32.325274349 -13.794500000  32.325274349  0.000000999631836    47.130700 13.794500000003040 
   759     0.759000  0.084793810  0.000130997  0.928025759  0.372516026  0.000000000000056843 -32.326688884 -13.771020000  32.326688884  0.000000999973798    47.068679 13.771020000003631 
   760     0.760000  0.084924808  0.000130977  0.927985113  0.372617271  0.000000000000000000 -32.328104829 -13.747560000  32.328104829  0.000000999814002    47.006729 13.747560000002323 
   761     0.761000  0.085055785  0.000130955  0.927944439  0.372718551  0.000000000000000000 -32.329521829 -13.747560000  32.329521829  0.000000999636138    46.944865 13.747560000002323 
   762     0.762000  0.085186740  0.000130965  0.927903739  0.372819864  0.000000000000000000 -32.330939874 -13.747560000  32.330939874  0.000000999946137    46.883087 13.747560000002323 
   763     0.763000  0.085317705  0.000130941  0.927863003  0.372921235 -0.000000000000056843 -32.332359309 -13.724120000  32.332359309  0.000000999738360    46.821380 13.724120000002671 
   764     0.764000  0.085448646  0.000130916  0.927822241  0.373022639  0.000000000000000000 -32.333779769 -13.724120000  32.333779769  0.000000999512507    46.759760 13.724120000002671 
   765     0.765000  0.085579563  0.000130924  0.927781453  0.373124075  0.000000000000000000 -32.335201243 -13.700700000  32.335201243  0.000000999790419    46.698228 13.700700000001120 
   766     0.766000  0.085710487  0.000130897  0.927740630  0.373225567  0.000000000000000000 -32.336624089 -13.677300000  32.336624089  0.000000999534614    46.636768 13.677300000001225 
   767     0.767000  0.085841384  0.000130904  0.927699782  0.373327089  0.000000000000056843 -32.338047929 -13.677300000  32.338047929  0.000000999792562    46.575396 13.677300000001225 
   768     0.768000  0.085972289  0.000130875  0.927658898  0.373428667  0.000000000000000000 -32.339473130 -13.677300000  32.339473130  0.000000999506784    46.514096 13.677300000001225 
   769     0.769000  0.086103164  0.000130881  0.927617990  0.373530273  0.000000000000000000 -32.340899305 -13.653920000  32.340899305  0.000000999744725    46.452885 13.653920000002984 
   770     0.770000  0.086234045  0.000130886  0.927577047  0.373631935  0.000000000000000000 -32.342326831 -13.630560000  32.342326831  0.000000999974885    46.391747 13.630560000002845 
   771     0.771000  0.086364930  0.000130854  0.927536068  0.373733651  0.000000000000056843 -32.343755702 -13.653920000  32.343755702  0.000000999647199    46.330682 13.653920000002984 
   772     0.772000  0.086495784  0.000130858  0.927495067  0.373835393  0.000000000000000000 -32.345185521 -13.607220000  32.345185521  0.000000999857284    46.269708 13.607220000004361 
   773     0.773000  0.086626642  0.000130824  0.927454030  0.373937190  0.000000000000000000 -32.346616674 -13.607220000  32.346616674  0.000000999499580    46.208806 13.607220000004361 
   774     0.774000  0.086757466  0.000130826  0.927412971  0.374039011  0.000000000000000000 -32.348048756 -13.607220000  32.348048756  0.000000999689548    46.147996 13.607220000004361 
   775     0.775000  0.086888292  0.000130828  0.927371877  0.374140884 -0.000000000000056843 -32.349482161 -13.583900000  32.349482161  0.000000999871684    46.087259 13.583900000003979 
   776     0.776000  0.087019121  0.000130792  0.927330749  0.374242810  0.000000000000056843 -32.350916883 -13.583900000  32.350916883  0.000000999472009    46.026597 13.583900000003979 
   777     0.777000  0.087149912  0.000130792  0.927289600  0.374344759  0.000000000000000000 -32.352352507 -13.560600000  32.352352507  0.000000999633972    45.966026 13.560600000005252 
   778     0.778000  0.087280705  0.000130792  0.927248416  0.374446759 -0.000000000000056843 -32.353789437 -13.560600000  32.353789437  0.000000999788069    45.905530 13.560600000005252 
   779     0.779000  0.087411497  0.000130792  0.927207198  0.374548810  0.000000000000000000 -32.355227670 -13.537320000  32.355227670  0.000000999934293    45.845108 13.537320000004627 
   780     0.780000  0.087542288  0.000130752  0.927165947  0.374650912  0.000000000000000000 -32.356667200 -13.537320000  32.356667200  0.000000999480657    45.784762 13.537320000004627 
   781     0.781000  0.087673040  0.000130750  0.927124675  0.374753034 -0.000000000000056843 -32.358107597 -13.537320000  32.358107597  0.000000999606639    45.724508 13.537320000004627 
   782     0.782000  0.087803790  0.000130747  0.927083370  0.374855205  0.000000000000000000 -32.359549280 -13.490820000  32.359549280  0.000000999724721    45.664330 13.490820000004788 
   783     0.783000  0.087934537  0.000130744  0.927042032  0.374957426  0.000000000000000000 -32.360992244 -13.514060000  32.360992244  0.000000999834898    45.604228 13.514060000005657 
   784     0.784000  0.088065282  0.000130741  0.927000661  0.375059696  0.000000000000000000 -32.362436486 -13.467600000  32.362436486  0.000000999937157    45.544201 13.467600000005575 
   785     0.785000  0.088196023  0.000130697  0.926959257  0.375162014  0.000000000000000000 -32.363882001 -13.490820000  32.363882001  0.000000999417540    45.484250 13.490820000004788 
   786     0.786000  0.088326720  0.000130692  0.926917833  0.375264349  0.000000000000000000 -32.365328339 -13.467600000  32.365328339  0.000000999499482    45.424394 13.467600000005575 
   787     0.787000  0.088457412  0.000130687  0.926876376  0.375366731  0.000000000000000000 -32.366775939 -13.444400000  32.366775939  0.000000999573484    45.364614 13.444400000004464 
   788     0.788000  0.088588098  0.000130681  0.926834888  0.375469161  0.000000000000000000 -32.368224794 -13.444400000  32.368224794  0.000000999639542    45.304910 13.444400000004464 
   789     0.789000  0.088718779  0.000130675  0.926793367  0.375571637  0.000000000000000000 -32.369674902 -13.421220000  32.369674902  0.000000999697642    45.245283 13.421220000005007 
   790     0.790000  0.088849454  0.000130668  0.926751815  0.375674159  0.000000000000000000 -32.371126256 -13.421220000  32.371126256  0.000000999747779    45.185733 13.421220000005007 
   791     0.791000  0.088980122  0.000130660  0.926710230  0.375776728  0.000000000000056843 -32.372578854 -13.421220000  32.372578854  0.000000999789949    45.126260 13.421220000005007 
   792     0.792000  0.089110782  0.000130652  0.926668614  0.375879342  0.000000000000000000 -32.374032690 -13.398060000  32.374032690  0.000000999824141    45.066864 13.398060000003653 
   793     0.793000  0.089241435  0.000130644  0.926626966  0.375982002 -0.000000000000056843 -32.375487761 -13.374920000  32.375487761  0.000000999850352    45.007546 13.374920000003954 
   794     0.794000  0.089372079  0.000130635  0.926585287  0.376084706  0.000000000000000000 -32.376944061 -13.374920000  32.376944061  0.000000999868575    44.948305 13.374920000003954 
   795     0.795000  0.089502714  0.000130626  0.926543576  0.376187455  0.000000000000000000 -32.378401587 -13.374920000  32.378401587  0.000000999878802    44.889142 13.374920000003954 
   796     0.796000  0.089633339  0.000130616  0.926501835  0.376290248  0.000000000000000000 -32.379860333 -13.351800000  32.379860333  0.000000999881027    44.830056 13.351800000002356 
   797     0.797000  0.089763955  0.000130605  0.926460062  0.376393084  0.000000000000056843 -32.381320295 -13.351800000  32.381320295  0.000000999875242    44.771049 13.351800000002356 
   798     0.798000  0.089894560  0.000130594  0.926418258  0.376495964  0.000000000000000000 -32.382781469 -13.328700000  32.382781469  0.000000999861449    44.712119 13.328700000002414 
   799     0.799000  0.090025154  0.000130583  0.926376424  0.376598887  0.000000000000000000 -32.384243850 -13.305620000  32.384243850  0.000000999839635    44.653268 13.305620000004126 
   800     0.800000  0.090155737  0.000130570  0.926334559  0.376701852  0.000000000000000000 -32.385707434 -13.305620000  32.385707434  0.000000999809795    44.594496 13.305620000004126 
   801     0.801000  0.090286307  0.000130558  0.926292663  0.376804860  0.000000000000000000 -32.387172215 -13.305620000  32.387172215  0.000000999771926    44.535802 13.305620000004126 
   802     0.802000  0.090416865  0.000130545  0.926250737  0.376907909  0.000000000000000000 -32.388638190 -13.282560000  32.388638190  0.000000999726025    44.477186 13.282560000003940 
   803     0.803000  0.090547410  0.000130531  0.926208781  0.377011000  0.000000000000000000 -32.390105354 -13.282560000  32.390105354  0.000000999672085    44.418650 13.282560000003940 
   804     0.804000  0.090677941  0.000130517  0.926166795  0.377114131  0.000000000000000000 -32.391573701 -13.259520000  32.391573701  0.000000999610103    44.360193 13.259520000005409 
   805     0.805000  0.090808458  0.000130502  0.926124779  0.377217303  0.000000000000000000 -32.393043227 -13.259520000  32.393043227  0.000000999540072    44.301815 13.259520000005409 
   806     0.806000  0.090938960  0.000130487  0.926082733  0.377320515  0.000000000000000000 -32.394513928 -13.236500000  32.394513928  0.000000999461987    44.243516 13.236500000004980 
   807     0.807000  0.091069448  0.000130471  0.926040658  0.377423767  0.000000000000000000 -32.395985799 -13.213500000  32.395985799  0.000000999375845    44.185297 13.213500000006206 
   808     0.808000  0.091199919  0.000130501  0.925998553  0.377527059  0.000000000000000000 -32.397458835 -13.236500000  32.397458835  0.000000999987539    44.127158 13.236500000004980 
   809     0.809000  0.091330420  0.000130485  0.925956404  0.377630425  0.000000000000000000 -32.398933552 -13.190520000  32.398933552  0.000000999889669    44.069078 13.190520000005534 
   810     0.810000  0.091460905  0.000130468  0.925914225  0.377733831  0.000000000000056843 -32.400409428 -13.213500000  32.400409428  0.000000999783729    44.011077 13.213500000006206 
   811     0.811000  0.091591372  0.000130450  0.925872018  0.377837275  0.000000000000000000 -32.401886459 -13.167560000  32.401886459  0.000000999669717    43.953157 13.167560000006517 
   812     0.812000  0.091721822  0.000130432  0.925829781  0.377940757  0.000000000000000000 -32.403364640 -13.190520000  32.403364640  0.000000999547620    43.895317 13.190520000005534 
   813     0.813000  0.091852255  0.000130413  0.925787516  0.378044277  0.000000000000056843 -32.404843966 -13.144620000  32.404843966  0.000000999417449    43.837557 13.144620000005602 
   814     0.814000  0.091982668  0.000130394  0.925745222  0.378147834  0.000000000000000000 -32.406324432 -13.167560000  32.406324432  0.000000999279194    43.779878 13.167560000006517 
   815     0.815000  0.092113062  0.000130422  0.925702899  0.378251428  0.000000000000000000 -32.407806033 -13.121700000  32.407806033  0.000000999864650    43.722280 13.121700000006342 
   816     0.816000  0.092243485  0.000130403  0.925660533  0.378355096  0.000000000000000000 -32.409289308 -13.121700000  32.409289308  0.000000999714587    43.664741 13.121700000006342 
   817     0.817000  0.092373887  0.000130382  0.925618138  0.378458800  0.000000000000056843 -32.410773712 -13.121700000  32.410773712  0.000000999556433    43.607283 13.121700000006342 
   818     0.818000  0.092504269  0.000130361  0.925575714  0.378562540  0.000000000000056843 -32.412259241 -13.121700000  32.412259241  0.000000999390181    43.549905 13.121700000006342 
   819     0.819000  0.092634630  0.000130388  0.925533263  0.378666316  0.000000000000000000 -32.413745889 -13.098800000  32.413745889  0.000000999961691    43.492609 13.098800000005184 
   820     0.820000  0.092765019  0.000130367  0.925490768  0.378770166  0.000000000000000000 -32.415234208 -13.075920000  32.415234208  0.000000999783599    43.435373 13.075920000005681 
   821     0.821000  0.092895385  0.000130344  0.925448245  0.378874050  0.000000000000000000 -32.416723640 -13.075920000  32.416723640  0.000000999597397    43.378218 13.075920000005681 
   822     0.822000  0.093025730  0.000130322  0.925405694  0.378977969  0.000000000000000000 -32.418214181 -13.053060000  32.418214181  0.000000999403088    43.321145 13.053060000004280 
   823     0.823000  0.093156052  0.000130348  0.925363116  0.379081922  0.000000000000000000 -32.419705825 -13.053060000  32.419705825  0.000000999960524    43.264153 13.053060000004280 
   824     0.824000  0.093286399  0.000130324  0.925320494  0.379185948  0.000000000000056843 -32.421199136 -13.030220000  32.421199136  0.000000999754336    43.207221 13.030220000004533 
   825     0.825000  0.093416724  0.000130300  0.925277845  0.379290008  0.000000000000056843 -32.422693544 -13.030220000  32.422693544  0.000000999540029    43.150371 13.030220000004533 
   826     0.826000  0.093547024  0.000130276  0.925235168  0.379394101 -0.000000000000056843 -32.424189045 -13.030220000  32.424189045  0.000000999317607    43.093603 13.030220000004533 
   827     0.827000  0.093677300  0.000130301  0.925192464  0.379498226  0.000000000000000000 -32.425685634 -13.007400000  32.425685634  0.000000999860841    43.036917 13.007400000002889 
   828     0.828000  0.093807601  0.000130276  0.925149717  0.379602425  0.000000000000000000 -32.427183885 -12.984600000  32.427183885  0.000000999626506    42.980291 12.984600000002899 
   829     0.829000  0.093937877  0.000130250  0.925106943  0.379706655  0.000000000000000000 -32.428683217 -12.984600000  32.428683217  0.000000999384053    42.923748 12.984600000002899 
   830     0.830000  0.094068127  0.000130275  0.925064142  0.379810917  0.000000000000000000 -32.430183625 -12.984600000  32.430183625  0.000000999917280    42.867286 12.984600000002899 
   831     0.831000  0.094198401  0.000130248  0.925021298  0.379915251  0.000000000000056843 -32.431685694 -12.939060000  32.431685694  0.000000999662888    42.810885 12.939060000004332 
   832     0.832000  0.094328649  0.000130221  0.924978427  0.380019617  0.000000000000000000 -32.433188832 -12.961820000  32.433188832  0.000000999400371    42.754567 12.961820000004565 
   833     0.833000  0.094458870  0.000130245  0.924935530  0.380124013  0.000000000000000000 -32.434693036 -12.939060000  32.434693036  0.000000999923535    42.698331 12.939060000004332 
   834     0.834000  0.094589115  0.000130217  0.924892590  0.380228480  0.000000000000000000 -32.436198897 -12.916320000  32.436198897  0.000000999649059    42.642156 12.916320000005754 
   835     0.835000  0.094719331  0.000130188  0.924849623  0.380332979  0.000000000000000000 -32.437705816 -12.939060000  32.437705816  0.000000999366450    42.586064 12.939060000004332 
   836     0.836000  0.094849520  0.000130212  0.924806630  0.380437506  0.000000000000056843 -32.439213789 -12.893600000  32.439213789  0.000000999879479    42.530054 12.893600000005279 
   837     0.837000  0.094979731  0.000130182  0.924763595  0.380542105  0.000000000000000000 -32.440723416 -12.893600000  32.440723416  0.000000999584899    42.474105 12.893600000005279 
   838     0.838000  0.095109914  0.000130153  0.924720533  0.380646734  0.000000000000056843 -32.442234091 -12.893600000  32.442234091  0.000000999282177    42.418240 12.893600000005279 
   839     0.839000  0.095240066  0.000130175  0.924677446  0.380751391  0.000000000000000000 -32.443745807 -12.870900000  32.443745807  0.000000999785011    42.362457 12.870900000006458 
   840     0.840000  0.095370242  0.000130145  0.924634315  0.380856119  0.000000000000000000 -32.445259175 -12.848220000  32.445259175  0.000000999470298    42.306735 12.848220000005739 
   841     0.841000  0.095500387  0.000130167  0.924591159  0.380960875  0.000000000000000000 -32.446773579 -12.848220000  32.446773579  0.000000999967285    42.251097 12.848220000005739 
   842     0.842000  0.095630554  0.000130136  0.924547960  0.381065702  0.000000000000056843 -32.448289634 -12.848220000  32.448289634  0.000000999640566    42.195520 12.848220000005739 
   843     0.843000  0.095760689  0.000130104  0.924504736  0.381170556  0.000000000000000000 -32.449806717 -12.825560000  32.449806717  0.000000999305706    42.140026 12.825560000006675 
   844     0.844000  0.095890793  0.000130126  0.924461487  0.381275437  0.000000000000000000 -32.451324824 -12.825560000  32.451324824  0.000000999792392    42.084615 12.825560000006675 
   845     0.845000  0.096020919  0.000130093  0.924418195  0.381380389  0.000000000000000000 -32.452844580 -12.802920000  32.452844580  0.000000999445513    42.029266 12.802920000005713 
   846     0.846000  0.096151012  0.000130114  0.924374878  0.381485368 -0.000000000000056843 -32.454365351 -12.780300000  32.454365351  0.000000999926286    41.974001 12.780300000006406 
   847     0.847000  0.096281126  0.000130081  0.924331518  0.381590416  0.000000000000000000 -32.455887771 -12.802920000  32.455887771  0.000000999567371    41.918796 12.802920000005713 
   848     0.848000  0.096411207  0.000130047  0.924288133  0.381695490  0.000000000000000000 -32.457411201 -12.757700000  32.457411201  0.000000999200318    41.863676 12.757700000005201 
   849     0.849000  0.096541254  0.000130067  0.924244724  0.381800590  0.000000000000000000 -32.458935634 -12.780300000  32.458935634  0.000000999670695    41.808639 12.780300000006406 
   850     0.850000  0.096671321  0.000130033  0.924201272  0.381905759  0.000000000000056843 -32.460461713 -12.735120000  32.460461713  0.000000999291594    41.753664 12.735120000005651 
   851     0.851000  0.096801354  0.000130053  0.924157796  0.382010954  0.000000000000000000 -32.461988789 -12.735120000  32.461988789  0.000000999755997    41.698773 12.735120000005651 
   852     0.852000  0.096931407  0.000130017  0.924114277  0.382116218  0.000000000000056843 -32.463517509 -12.735120000  32.463517509  0.000000999364842    41.643943 12.735120000005651 
   853     0.853000  0.097061425  0.000130037  0.924070734  0.382221506  0.000000000000000000 -32.465047219 -12.712560000  32.465047219  0.000000999823244    41.589198 12.712560000004203 
   854     0.854000  0.097191462  0.000130001  0.924027148  0.382326863  0.000000000000000000 -32.466578573 -12.712560000  32.466578573  0.000000999420025    41.534514 12.712560000004203 
   855     0.855000  0.097321463  0.000130020  0.923983538  0.382432244  0.000000000000000000 -32.468110910 -12.690020000  32.468110910  0.000000999872403    41.479914 12.690020000004409 
   856     0.856000  0.097451483  0.000129983  0.923939886  0.382537693  0.000000000000000000 -32.469644888 -12.690020000  32.469644888  0.000000999457113    41.425376 12.690020000004409 
   857     0.857000  0.097581467  0.000130002  0.923896210  0.382643166  0.000000000000000000 -32.471179844 -12.667500000  32.471179844  0.000000999903441    41.370922 12.667500000002718 
   858     0.858000  0.097711469  0.000129965  0.923852492  0.382748708  0.000000000000000000 -32.472716439 -12.667500000  32.472716439  0.000000999476072    41.316530 12.667500000002718 
